1.0	16.83088	1.400
1.1	16.49162	1.850
1.2	16.48225	1.783
1.3	16.39000	1.721
1.4	16.30714	1.660
1.5	16.17522	1.600
1.6	15.97938	1.544
1.7	15.80118	1.486
1.8	15.56338	1.433
1.9	15.26005	1.383
2.0	14.95331	1.286
2.1	14.81511	1.701
2.2	14.69107	1.597
2.3	14.48741	1.496
2.4	14.29629	1.402
2.5	13.98527	1.299
2.6	13.66775	1.724
2.7	13.58410	1.658
2.8	13.44467	1.598
2.9	13.28116	1.536
3.0	13.12124	1.476
3.1	12.90313	1.422
3.2	12.63994	1.367
3.3	12.37084	1.317
3.4	12.34990	1.250
3.5	11.99645	1.204
3.6	11.62425	1.163
3.7	11.20617	1.125
3.8	10.79660	1.090
3.9	10.35469	1.060
4.0	10.36744	0.975
4.1	9.84924	0.957
4.2	9.33890	0.940
4.3	8.82347	0.929
4.4	8.34177	0.917
4.5	7.85992	0.891
4.6	7.66745	1.294
4.7	7.44219	1.195
4.8	7.17996	1.094
4.9	6.85965	0.993
5.0	6.69546	1.450
5.1	6.56528	1.395
5.2	6.41877	1.343
5.3	6.26520	1.292
5.4	6.09017	1.243
5.5	5.90376	1.198
5.6	5.70596	1.156
5.7	14.27308	1.069
5.8	13.70192	1.034
5.9	13.11221	1.004
6.0	12.51131	0.973
6.1	11.90697	0.949
6.2	11.29922	0.927
6.3	10.69520	0.911
6.4	10.10463	0.895
6.5	9.52963	0.883
6.6	8.97454	0.872
6.7	8.72708	1.581
6.8	8.62106	1.524
6.9	8.49821	1.467
7.0	8.35294	1.415
7.1	8.19069	1.363
7.2	8.00864	1.314
7.3	7.81414	1.269
7.4	7.60202	1.227
7.5	7.36903	1.151
7.6	7.09264	1.052
7.7	6.76717	0.952
7.8	6.37903	0.851
7.9	5.93854	0.752
8.0	6.09142	3.141
8.1	6.28979	3.095
8.2	6.47879	3.044
8.3	6.67268	2.999
8.4	6.86887	2.951
8.5	7.07581	2.908
8.6	7.27851	2.864
8.7	7.48337	2.822
8.8	7.69234	2.780
8.9	7.89943	2.738
9.0	8.10233	2.697
9.1	8.29849	2.613
9.2	8.46311	2.514
9.3	8.59427	2.413
9.4	8.69166	2.316
9.5	8.91312	2.525
9.6	9.13939	2.424
9.7	9.31239	2.947
9.8	9.54307	2.876
9.9	10.05932	2.877
10.0	10.27771	2.807
10.1	40.34440	1.126
10.2	38.69455	1.102
10.3	37.14522	1.068
10.4	35.68357	1.046
10.5	34.02037	1.026
10.6	32.41707	1.005
10.7	30.83734	0.982
10.8	29.18933	0.913
10.9	27.32700	0.817
11.0	25.44811	1.032
11.1	24.92229	1.696
11.2	24.68226	1.637
11.3	24.39680	1.577
11.4	24.05408	1.520
11.5	23.65618	1.462
11.6	23.23845	1.409
11.7	22.74301	1.360
11.8	22.17956	1.307
11.9	21.57120	1.265
12.0	20.97513	1.225
12.1	20.31051	1.186
12.2	19.59914	1.150
12.3	18.85179	1.117
12.4	18.11881	1.083
12.5	17.34099	1.062
12.6	16.61687	1.031
12.7	15.84951	1.011
12.8	15.10293	2.186
12.9	15.48043	2.622
13.0	15.69232	2.561
13.1	15.90603	2.503
13.2	16.09046	2.447
13.3	16.24507	2.394
13.4	16.39070	2.344
13.5	16.45845	2.301
13.6	16.50580	2.259
13.7	16.52874	2.224
13.8	16.55957	2.055
13.9	16.59519	1.992
14.0	16.57944	1.927
14.1	16.51871	1.830
14.2	16.45234	1.727
14.3	16.27936	1.629
14.4	16.09987	1.528
14.5	15.87843	1.878
14.6	15.84054	1.782
14.7	15.74124	1.684
14.8	15.61389	2.219
14.9	15.66822	2.049
15.0	15.67904	1.977
15.1	15.66674	1.912
15.2	15.61250	1.847
15.3	15.55989	1.782
15.4	15.41947	1.721
15.5	15.29097	1.663
15.6	15.14173	1.603
15.7	14.93626	1.547
15.8	14.70096	1.493
15.9	14.44944	1.442
16.0	14.17454	1.394
16.1	13.84409	1.346
16.2	13.48278	1.307
16.3	13.14651	1.263
16.4	12.75185	1.225
16.5	12.36744	1.295
16.6	12.48214	2.533
16.7	12.63201	2.473
16.8	12.74158	2.418
16.9	12.82474	2.366
17.0	12.91926	2.314
17.1	12.94838	2.270
17.2	12.94567	2.227
17.3	12.98627	2.055
17.4	12.99537	1.991
17.5	12.96439	1.930
17.6	12.93381	1.865
17.7	12.86544	1.806
17.8	12.80945	1.746
17.9	12.72788	1.794
18.0	12.66513	1.719
18.1	12.53328	1.646
18.2	12.37581	1.571
18.3	12.78212	2.911
18.4	13.03992	2.840
18.5	13.43472	2.774
18.6	13.65938	2.674
18.7	13.82615	2.575
18.8	13.95591	2.475
18.9	14.07886	2.373
19.0	14.15516	2.277
19.1	14.19021	2.170
19.2	14.20370	2.077
19.3	14.34444	2.510
19.4	14.48866	2.454
19.5	14.59694	2.400
19.6	14.69552	2.351
19.7	14.74716	2.307
19.8	14.77940	2.265
19.9	14.77095	2.099
20.0	14.83120	2.034
20.1	14.80525	1.970
20.2	14.76416	1.909
20.3	14.74184	1.846
20.4	14.64793	1.788
20.5	14.56970	1.732
20.6	14.41022	1.650
20.7	14.25124	1.550
20.8	14.00694	1.450
20.9	13.72229	1.350
21.0	13.57955	1.669
21.1	13.43522	1.574
21.2	13.23016	1.473
21.3	12.99037	1.375
21.4	12.61661	1.270
21.5	12.29025	1.869
21.6	12.23525	1.767
21.7	12.12878	1.671
21.8	11.97693	1.570
21.9	11.77689	1.468
22.0	11.55200	1.370
22.1	11.26968	1.271
22.2	10.92687	1.172
22.3	10.52934	1.620
22.4	10.39507	1.562
22.5	10.23715	1.506
22.6	10.03976	1.453
22.7	9.84940	1.403
22.8	9.63563	1.353
22.9	9.38676	1.307
23.0	9.12240	1.265
23.1	8.86460	1.224
23.2	8.55047	1.158
23.3	8.22599	1.056
23.4	7.94542	1.659
23.5	7.85754	1.599
23.6	7.74434	1.541
23.7	7.62604	1.484
23.8	7.51766	1.543
23.9	7.39514	1.472
24.0	7.28738	2.863
24.1	7.46881	2.762
24.2	7.63295	2.663
24.3	7.86723	3.029
24.4	8.47941	3.080
24.5	8.66145	3.008
24.6	8.84785	2.935
24.7	9.02307	2.867
24.8	9.31390	2.858
24.9	9.47552	2.788
25.0	9.64543	2.723
25.1	9.79865	2.662
25.2	9.94392	2.604
25.3	10.07616	2.547
25.4	10.19486	2.497
25.5	10.32893	2.445
25.6	10.40769	2.401
25.7	10.46802	2.359
25.8	10.53214	2.319
25.9	10.54264	2.281
26.0	10.54126	2.249
26.1	10.55345	2.053
26.2	10.55450	1.994
26.3	10.54279	1.935
26.4	10.50536	1.876
26.5	10.46334	1.822
26.6	10.40094	1.765
26.7	10.33236	1.714
26.8	10.22212	1.662
26.9	10.12075	1.613
27.0	9.97894	1.567
27.1	9.81990	1.470
27.2	9.63016	1.371
27.3	9.40113	1.662
27.4	9.28947	1.560
27.5	9.14547	1.463
27.6	8.94489	1.363
27.7	8.82925	1.942
27.8	8.82168	1.858
27.9	8.77443	1.759
28.0	8.69546	1.658
28.1	8.59708	1.560
28.2	8.44935	1.459
28.3	8.27413	1.360
28.4	8.05655	1.258
28.5	7.79271	1.160
28.6	7.49942	1.061
28.7	7.29566	1.537
28.8	7.18037	1.480
28.9	7.06085	1.426
29.0	6.91095	1.375
29.1	6.74477	1.328
29.2	6.57016	1.282
29.3	6.39523	1.239
29.4	6.18938	1.201
29.5	5.97769	1.165
29.6	5.87962	1.635
29.7	5.88048	2.666
29.8	5.96247	2.605
29.9	6.04336	2.548
30.0	6.11183	2.493
30.1	6.16946	2.444
30.2	6.22315	2.396
30.3	6.25800	2.352
30.4	6.27570	2.309
30.5	6.27906	2.273
30.6	6.26806	2.081
30.7	6.27756	2.018
30.8	6.27218	1.956
30.9	6.26420	1.886
31.0	6.23504	1.785
31.1	6.18670	1.684
31.2	6.19364	2.359
31.3	6.21008	2.308
31.4	6.19927	2.263
31.5	6.19050	2.063
31.6	6.20083	1.993
31.7	6.19423	1.928
31.8	6.18200	1.863
31.9	6.14915	1.802
32.0	6.14157	1.877
32.1	6.11585	1.800
32.2	6.07332	1.726
32.3	6.01747	1.633
32.4	5.93786	1.532
32.5	5.83109	1.432
32.6	5.78441	2.293
32.7	5.77613	2.193
32.8	5.77705	2.093
32.9	5.78744	1.992
33.0	5.78043	1.892
33.1	5.75105	1.793
33.2	5.71563	1.693
33.3	5.65037	1.592
33.4	5.66863	2.475
33.5	5.70916	2.416
33.6	5.72972	2.362
33.7	5.73622	2.312
33.8	5.73041	2.264
33.9	5.71987	2.056
34.0	5.72345	1.989
34.1	5.72149	1.923
34.2	5.70909	1.856
34.3	5.68029	1.794
34.4	5.64601	1.733
34.5	5.59235	1.673
34.6	5.53838	1.616
34.7	5.46527	1.561
34.8	5.39077	1.507
34.9	5.29367	1.457
35.0	5.19361	1.409
35.1	5.08699	1.527
35.2	5.00096	1.456
35.3	4.92606	2.746
35.4	4.99398	2.646
35.5	5.05070	2.547
35.6	5.09652	2.446
35.7	5.12691	2.346
35.8	5.13743	2.246
35.9	5.13889	2.147
36.0	5.15252	2.046
36.1	5.20660	2.514
36.2	5.24820	2.459
36.3	5.28512	2.406
36.4	5.30533	2.357
36.5	5.31364	2.313
36.6	5.30846	2.274
36.7	5.29670	2.058
36.8	5.30226	1.993
36.9	5.29989	1.928
37.0	5.28632	1.867
37.1	5.26400	1.807
37.2	5.23277	1.747
37.3	5.19171	1.691
37.4	5.14226	1.637
37.5	5.07708	1.585
37.6	5.00097	1.507
37.7	4.90941	1.407
37.8	4.79873	1.306
37.9	4.66288	1.207
38.0	4.50135	1.444
38.1	4.40583	1.344
38.2	4.29149	1.246
38.3	4.20916	1.416
38.4	4.11989	1.317
38.5	4.03350	1.644
38.6	3.98436	1.543
38.7	3.91861	1.443
38.8	3.83634	1.343
38.9	3.73143	1.243
